Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
1,3,-1,5.90894851903488,0.0,Cup Coral,dead,none
0,0,0,75.12551323656193,100.81991787683113,P. Dam,grow,none
7,1,2,56.7250652289024,81.59903464005869,P. Dam,grow,none
6,4,3,217.78170106429442,269.44194446196735,P. Dam,grow,none
2,2,1,69.34453179236353,50.30837350875569,P. Dam,shrink,none
