Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
3,3,-1,0.7205376484547998,0.0,P. Dam,dead,none
4,4,-1,4.04961822227072,0.0,P. Dam,dead,none
5,5,-1,0.98304931803804,0.0,P. Dam,dead,none
0,0,0,1.9948920508778798,16.794738962997304,P. Dam,grow,none
1,1,1,1.28137718652108,3.64045096407465,Cup Coral,grow,none
2,2,2,8.861910797584239,33.34459050889696,P. Dam,grow,none
6,6,4,46.395601776391125,109.53430796700002,P. Dam,grow,none
7,7,3,1.3251993592926,17.300318033056413,P. Dam,grow,n/s
